업소 명,자치구 명,업태 명,지도 Y좌표,지도 X좌표,도로명주소
설담재 설렁탕,도봉구,한식,37.654798,127.039142,서울특별시 도봉구 도봉로 562(지상1층 창동)
진주회관,중구,,37.562394,126.974477,서울특별시 중구 세종대로11길 26(서소문동)
두채사랑전주콩나물국밥,중랑구,,37.585186,127.088226,서울특별시 중랑구 면목로 371(1층 면목동)
무교동 낙지나라,중랑구,,37.580387,127.088579,서울특별시 중랑구 면목로 320(면목동)
산골 소한마리 &#38 돼지 정육식당,중랑구,,37.58926,127.087157,서울특별시 중랑구 면목로 417(면목동)
상봉갈비,중랑구,,37.593472,127.086483,서울특별시 중랑구 면목로 466(상봉동)
소우가,중랑구,,37.5785,127.085794,서울특별시 중랑구 면목로 285(면목동)
신선한우촌,중랑구,,37.614281,127.101169,서울특별시 중랑구 용마산로 707(신내동)
오대가마솥순대국,중랑구,,37.593119,127.087495,서울특별시 중랑구 봉우재로 131(1층 상봉동)
이조뼈다귀,중랑구,,37.574085,127.084648,서울특별시 중랑구 면목로 235(면목동)
족발야시장,중랑구,,37.599537,127.078504,서울특별시 중랑구 동일로129길 22(중화동)
홍어천국,중랑구,,37.589656,127.087062,서울특별시 중랑구 면목로 421(2층 면목동)
흥부골숯불돼지왕갈비,중랑구,,37.582276,127.088239,서울특별시 중랑구 면목로 341(면목동1층)
푸주옥 설렁탕도가니탕,양천구,한식,37.510234,126.842966,서울특별시 양천구 남부순환로 663(신정동1층)
주식회사 이춘복참치노원,노원구,일식,37.656173,127.065531,서울특별시 노원구 노해로85길 10-7(상계동1층2층)
김해숙 들마루 순대국,양천구,,37.532985,126.8356,서울특별시 양천구 곰달래로13길 37(1층 신월동)
정동진(삼계탕집),동작구,한식,37.51104,126.944369,서울특별시 동작구 만양로 85(노량진동)
부자돼소,중랑구,뷔페식,37.592657,127.087184,서울특별시 중랑구 봉우재로 126(면목동)
나주관,양천구,,37.525279,126.872533,서울특별시 양천구 오목로 313-2(12층 목동)
큰솥설렁탕,동작구,한식,37.506966,126.960566,서울특별시 동작구 흑석로 102(B101-2호 흑석동중대병원)
소문난개미,양천구,,37.522251,126.852792,서울특별시 양천구 중앙로46길 5(신정동)
주)탐라도,노원구,일식,37.628195,127.071149,서울특별시 노원구 동일로 1101(공릉동하니빌딩 2층)
두끼 사가정역점,중랑구,분식,37.581505,127.088735,서울특별시 중랑구 면목로 330-1(면목동)
연실네 속초코다리,양천구,,37.518296,126.870635,서울특별시 양천구 목동동로8길 3(신정동)
향촌숯불구이전문점,강북구,한식,37.62414,127.037339,서울특별시 강북구 오현로131(번동 지상1층)
쟁반집8292 이수점,동작구,한식,37.486885,126.980587,서울특별시 동작구 동작대로27다길 15(사당동)
아구랑꽃게랑,양천구,,37.525148,126.858947,서울특별시 양천구 오목로 194(정우빌딩 1층 101호 신정동)
고엔돈까스앤드돈부리,강동구,한식,37.528958,127.12231,서울특별시 강동구 성내로6길 20
(주)오금버드나무집,송파구,한식,37.503013,127.137679,서울특별시 송파구 동남로 309(오금동)
평안도찹쌀순대전문점,동작구,한식,37.506966,126.960566,서울특별시 동작구 흑석로 102(흑석동지하106호)
행복한 밥상,동작구,한식,37.508015,126.947703,서울특별시 동작구 만양로 40-2(노량진동 1층)
경복궁방이점(주)덕용푸드시스템,송파구,한식,37.515929,127.109024,서울특별시 송파구 올림픽로 348(방이동2층.3층.4층)
군산오징어,송파구,한식,37.506286,127.097002,서울특별시 송파구 삼학사로 101(삼전동 지상 123층)
대방회집,동작구,일식,37.499022,126.920709,서울특별시 동작구 여의대방로 134-1(대방동)
엄마손김밥,동작구,분식,37.512756,126.935782,서울특별시 동작구 등용로14길 81(노량진동)
신천샤브칼국수,송파구,,37.510942,127.082626,서울특별시 송파구 백제고분로7길 33(지상2층 잠실동)
청정칼국수 수제비전문점 문정점,송파구,,37.485761,127.121029,서울특별시 송파구 법원로 114(E동 B124호 문정동 일원엠스테이트)
한옥숯불갈비,강북구,한식,37.61214,127.035342,서울특별시 강북구 월계로 53-3(미아동)
하이포크 박가네,강북구,한식,37.631921,127.024867,서울특별시 강북구 덕릉로28길 63(미아동 지상1.2.3층)
고향삼계탕,도봉구,한식,37.665113,127.04224,서울특별시 도봉구 도봉로147길 5(방학동1층)
뚱보냉면,도봉구,한식,37.646352,127.036475,서울특별시 도봉구 도봉로110길 51(지상23층 창동)
전북콩나물국밥,강북구,한식,37.640073,127.025679,서울특별시 강북구 한천로139가길 12(수유동 지상1층 구청1길 8)
아바이순대,도봉구,한식,37.668588,127.034136,서울특별시 도봉구 시루봉로17길 12(방학동)
초선과여포,서초구,중국식,37.493686,127.028443,서울특별시 서초구 서초대로78길 44(서초동201호)
전복&#38흑임자삼계탕,도봉구,한식,37.652832,127.050024,서울특별시 도봉구 노해로69길 15-15(2층 206207호 창동 점보빌딩)
오리농장,강북구,한식,37.611963,127.034721,서울특별시 강북구 오패산로 113(미아동)
용추골 미궁순대(화곡점),강서구,한식,37.545412,126.844946,서울특별시 강서구 화곡로 228(화곡동지상 1층)
세겹생고기,강서구,한식,37.537173,126.835399,서울특별시 강서구 가로공원로 175(1층 화곡동 1동)
최고집,도봉구,한식,37.641162,127.04095,서울특별시 도봉구 덕릉로 270(창동지상1층)
하누소갈비살,도봉구,한식,37.662314,127.030409,서울특별시 도봉구 방학로 196(미륭프라자 1층 12호 방학동)
어부의딸,강서구,한식,37.551876,126.850867,서울특별시 강서구 공항대로46길 97(유정빌딩 1층 104호 화곡동)
황금성,도봉구,중국식,37.651789,127.012992,서울특별시 도봉구 삼양로 544(2층 쌍문동)
화로구이,강서구,한식,37.559047,126.838782,서울특별시 강서구 강서로 374(1~3층 등촌동 3동)
조선옥 설렁탕,강서구,한식,37.529762,126.838693,서울특별시 강서구 월정로 118(1층 화곡동 1동)
양촌리,도봉구,식육취급,37.663113,127.041121,서울특별시 도봉구 방학로 102(방학동)
주식회사 명가원설농탕,강서구,한식,37.543462,126.838164,서울특별시 강서구 강서로 195(1층 화곡동 3동)
주식회사 반값소 푸드컴퍼니,도봉구,식육취급,37.662118,127.032928,서울특별시 도봉구 방학로 173(2층 201호 방학동)
주식회사 반값소 푸드컴퍼니,도봉구,식육취급,37.662118,127.032928,서울특별시 도봉구 방학로 173(2층 201호 방학동)
해누리,강서구,한식,37.551939,126.864832,서울특별시 강서구 공항대로59가길 17(1층 등촌동)
샤브미,강서구,한식,37.558429,126.85483,서울특별시 강서구 화곡로 398(1층 등촌동 1동 홈플러스강서점)
신수유삼계탕,강북구,한식,37.633888,127.024083,서울특별시 강북구 덕릉로28길 18(미아동)
화곡정육식당,강서구,한식,37.54032,126.836572,서울특별시 강서구 화곡로132(2층)
웅이네,영등포구,한식,37.5063,126.90887,서울특별시 영등포구 가마산로 471-3
지리산참옻닭,강서구,한식,37.528111,126.845813,서울특별시 강서구 강서로5다길 36(1층 화곡동 1동)
송담추어탕 미아점,강북구,한식,37.611651,127.030648,서울특별시 강북구 도봉로 30(미아동)
명가원설농탕(강서구청점),강서구,한식,37.550105,126.847567,서울특별시 강서구 화곡로 283(1~2층 화곡동 6동)
귀품찬,강북구,한식,37.636451,127.023471,서울특별시 강북구 도봉로313(수유동)
곰국시집,중구,,37.563085,126.985617,서울특별시 중구 명동10길 19-3(명동2가지상2층)
대림정,중구,,37.561684,126.994578,서울특별시 중구 퇴계로 205(필동2가)
동회루(수타짜장),중구,,37.561004,126.994111,서울특별시 중구 퇴계로 200(필동2가)
명동교자,중구,,37.563405,126.985148,서울특별시 중구 명동10길 10(2층 명동2가)
명동미성옥,중구,,37.564179,126.983927,서울특별시 중구 명동길 25-11(명동1가)
무교동낙지애보쌈,중구,,37.564735,126.976358,서울특별시 중구 덕수궁길 7(지하1지상1층 태평로2가)
남가네설악추어탕 한모둠순대국,강서구,한식,37.541185,126.841232,서울특별시 강서구 강서로 160(1층 화곡동 본동)
아웃백 스테이크 하우스(서대문점),중구,,37.565256,126.96794,서울특별시 중구 통일로 114(의주로1가외31필지지상2층)
에머이,중구,,37.563422,126.982896,서울특별시 중구 명동길 14(명동2가 지하1층)
본가아구찜,강북구,한식,37.630669,127.023819,서울특별시 강북구 도봉로67길 7(미아동 지상2층)
락궁,강북구,중국식,37.634071,127.032068,서울특별시 강북구 덕릉로42길 23(번동지상1층)
옛날전통육개장한방보쌈,중구,,37.567116,126.978736,서울특별시 중구 세종대로20길 23(무교동 1층 102호)
서울 명품 민물장어,강북구,기타(일반음식점),37.610266,127.032138,서울특별시 강북구 월계로 19(1층 미아동)
오발탄,중구,,37.561684,126.994578,서울특별시 중구 퇴계로 205(충무로4가)
이구갈비,중구,,37.56715,126.978464,서울특별시 중구 세종대로20길 19(태평로1가1층)
도마다리감자탕,영등포구,한식,37.52871,126.90769,서울특별시 영등포구 버드나루로 117
평창우선생,중구,,37.564333,126.968508,서울특별시 중구 통일로 102(의주로1가지상1층 바비엥I 101호)
한상훈셰프,중구,,37.55797,126.982823,서울특별시 중구 소공로 29(회현동2가1층 2층)
곰집,강북구,한식,37.640781,127.024106,서울특별시 강북구 한천로143길 22(수유동)
다리원,강북구,한식,37.637647,127.02315,서울특별시 강북구 노해로8길 2(수유동)
흥수식당,강북구,한식,37.642933,127.027228,서울특별시 강북구 도봉로99길 41-12(수유동)
토종집,강북구,한식,37.627082,127.010702,서울특별시 강북구 인수봉로19나길 32(수유동 산마루길 20-2)
진국시,송파구,,37.505823,127.126415,서울특별시 송파구 오금로35길 17(오금동현대아파트상가 지하 4호)
쿠우쿠우명동본점,중구,뷔페식,37.564146,126.985399,서울특별시 중구 명동길 55(4층 명동1가)
대가식당,구로구,한식,37.506406,126.883369,서울특별시 구로구 경인로59길 8(208호 신도림동태영프라자)
현명지점 한신IT식당,구로구,한식,37.482488,126.894421,서울특별시 구로구 디지털로 272(구로동한신IT타워 B101호)
석촌옛터,송파구,,37.509373,127.106014,서울특별시 송파구 백제고분로41길 42(송파동1층)
시골쌈밥,강북구,한식,37.634911,127.020364,서울특별시 강북구 덕릉로19길 8(수유동)
돈마루 김치찌개&#38생삼겹전문,송파구,,37.483394,127.121339,서울특별시 송파구 법원로 90(2층 205호 문정동 파트너스2)
초록애(구보성녹돈),동작구,한식,37.511991,126.92594,서울특별시 동작구 여의대방로54길 5(대방동)
유가네한우곰탕,동작구,한식,37.49877,126.929658,서울특별시 동작구 국사봉1길 18(1003호 상도동)
오리미가,동작구,한식,37.502352,126.934188,서울특별시 동작구 상도로15길 42(상도동)
마실,동작구,한식,37.484444,126.972332,서울특별시 동작구 사당로 215(제1층 제115116117118호 사당동)
논두렁 우렁쌈밥전문점,송파구,,37.505819,127.08891,서울특별시 송파구 삼전로 79(지상1층 101호 잠실동 동명하이텔)
아이러브떡볶이,중구,분식,37.563197,127.014773,서울특별시 중구 퇴계로76길 50(신당동 성완빌딩 1층 1~7호)
남도자연밥상,송파구,,37.506805,127.09177,서울특별시 송파구 백제고분로21길 38(1층2층 삼전동 금강빌딩)
용담추어탕,강북구,한식,37.629933,127.024112,서울특별시 강북구 도봉로65길 8(미아동 지상1층)
대방싸리집,동작구,한식,37.499194,126.921736,서울특별시 동작구 여의대방로26길 24(201301호 대방동)
가문,강북구,중국식,37.636841,127.022718,서울특별시 강북구 노해로 13(수유동)
일품향,강북구,중국식,37.620624,127.02728,서울특별시 강북구 도봉로29길 16(미아동)
통큰아구다찜,강북구,한식,37.625732,127.018502,서울특별시 강북구 삼양로250(미아동)
베틀,강북구,한식,37.638175,127.02712,서울특별시 강북구 한천로131길 27(번동)
본가,강북구,한식,37.640755,127.017727,서울특별시 강북구 삼각산로 122(수유동)
목포해물나라,강북구,한식,37.643494,127.023096,서울특별시 강북구 노해로90(수유동)
굴마을,강북구,한식,37.637168,127.026351,서울특별시 강북구 오패산로77길 3(번동 지상1층)
남원추어탕,강북구,한식,37.637237,127.022679,서울특별시 강북구 노해로 19(1층 수유동)
능이버섯백숙전문점,강북구,한식,37.649427,127.012751,서울특별시 강북구 삼양로139길 16(우이동 지상1층)
문정한방삼계탕,송파구,,37.485761,127.121029,서울특별시 송파구 법원로 114(E동 지하1층 B141호 문정동)
유천냉면,송파구,,37.528521,127.115583,서울특별시 송파구 강동대로3길 22(1층 풍납동)
이북집 찹쌀순대,송파구,,37.485761,127.121029,서울특별시 송파구 법원로 114(E동 B-127호 문정동 엠스테이트)
잠실고박사,송파구,,37.510306,127.079648,서울특별시 송파구 백제고분로7길 8(잠실동)
대보명가,강북구,한식,37.645685,127.007123,서울특별시 강북구 4.19로69(수유동)
숫총각버섯집,강북구,한식,37.637767,127.026774,서울특별시 강북구 한천로131길 37(번동 지상1층)
안성손칼국수,강북구,한식,37.638489,127.022549,서울특별시 강북구 노해로 31(수유동)
선향정 샤브샤브,금천구,일식,37.477334,126.88768,서울특별시 금천구 디지털로 188(더블유몰 9층 906호 가산동)
여가네해장국,강북구,한식,37.637038,127.025831,서울특별시 강북구 오패산로77길 14(번동)
산내골,서초구,,37.483951,127.040136,서울특별시 서초구 강남대로34길 76(1층 양재동
서초보쌈,서초구,,37.495498,127.018716,서울특별시 서초구 서초대로 341(103호 서초동)
유락손칼국수,강북구,한식,37.64445,127.015672,서울특별시 강북구 삼양로 461(수유동)
최가네 양평해장국,강북구,식육취급,37.635142,127.031918,서울특별시 강북구 덕릉로 162(번동)
서초불쭈꾸미,서초구,,37.490751,127.009257,서울특별시 서초구 서초대로42길 29(서초동지상1층)
윤가네 오리구이 전문점,강북구,한식,37.644076,127.028142,서울특별시 강북구 한천로144길 79(수유동)
파크카페,영등포구,경양식,37.521384,126.918509,서울특별시 영등포구 여의대로 8(여의도동여의도파크센터 2층)
옛날강남칼국수,영등포구,분식,37.520651,126.903508,서울특별시 영등포구 영신로38길 22(영등포동6가1층)
대청마루,영등포구,,37.524253,126.891701,서울특별시 영등포구 선유동1로 23(양평동1가)
덕순네 장어랑메기랑,영등포구,,37.524629,126.897171,서울특별시 영등포구 당산로28길 6(1층 당산동3가)
크을농,강북구,한식,37.644596,127.005178,서울특별시 강북구 4.19로91(1층 수유동)
이설면옥,강북구,한식,37.64731,127.009685,서울특별시 강북구 4.19로 42(12층 수유동)
발발이추억,영등포구,,37.517653,126.896041,서울특별시 영등포구 당산로 34(로데오 ？ 쇼핑몰 104호 문래동3가)
짐포리,강북구,한식,37.631634,127.024962,서울특별시 강북구 도봉로68길 11-11(미아동)
옥춘반점,강북구,중국식,37.634535,127.023915,서울특별시 강북구 덕릉로 92(1층 미아동)
엉터리생고기 교대역점,서초구,,37.49522,127.01561,서울특별시 서초구 서초대로55길 3(1층 서초동 애니빌딩)
옹아리벌교꼬막과 찜마을,서초구,,37.485412,127.031399,서울특별시 서초구 남부순환로347길 23(1층 서초동)
한우명가 노고단,서초구,,37.49444,127.010746,서울특별시 서초구 법원로 16(서초동정곡빌딩 동관 지하15호)
황제,서초구,,37.49866,126.997187,서울특별시 서초구 서래로7길 19(반포동지상2층)
동경식당,영등포구,,37.521384,126.918509,서울특별시 영등포구 여의대로 8(여의도동 101 102 103 104호)
딘타이펑타임스퀘어점,영등포구,,37.517247,126.903716,서울특별시 영등포구 영중로 15(4층 영등포동4가 경방타임스퀘어 단지)
만나,영등포구,,37.52984,126.921985,서울특별시 영등포구 국회대로74길 19(여의도동동우국제빌딩지하1층)
목포산낙지,영등포구,,37.520655,126.903033,서울특별시 영등포구 영신로38길 18(영등포동6가외 1필지 지상1층)
키친트리,영등포구,,37.524119,126.884202,서울특별시 영등포구 영등포로5길 19(양평동2가 동아프라임밸리 지하1층 B111호)
청다담,영등포구,,37.519935,126.899231,서울특별시 영등포구 영등포로28길 5(당산동1가 코오롱복합아파트 1층 70~77호)
일식 성진,중구,일식,37.562173,126.989659,서울특별시 중구 삼일대로4길 9(충무로2가외 2필지 1층 109호)
착한낙지,강북구,한식,37.645683,127.005764,서울특별시 강북구 4.19로 82(1층 수유동)
병천순대국,강북구,한식,37.628257,127.039541,서울특별시 강북구 오현로32길 4-8(번동)
장수곰탕,강북구,한식,37.62962,127.038764,서울특별시 강북구 오현로31길 21(번동)
화.수.목,영등포구,,37.518259,126.888645,서울특별시 영등포구 선유로 49(문래동6가102호)
샤브맘,영등포구,,37.528255,126.905331,서울특별시 영등포구 영중로 133(영등포동8가1층 103호)
궁전기사식당,강북구,한식,37.647249,127.016372,서울특별시 강북구 한천로 1159(수유동)
대가원,강북구,한식,37.641742,127.024773,서울특별시 강북구 한천로 1064(수유동)
대가이바지감자탕,강북구,한식,37.627306,127.04106,서울특별시 강북구 한천로109길 59(번동)
수라,영등포구,,37.525734,126.896906,서울특별시 영등포구 당산로 124(당산동3가2층)
순흥골,영등포구,,37.499325,126.910549,서울특별시 영등포구 대방천로 175(신길동)
장군주먹고기,영등포구,,37.51948,126.894871,서울특별시 영등포구 당산로 53(12층 문래동3가)
석가가든,강북구,한식,37.647558,127.016629,서울특별시 강북구 한천로1160(수유동)
신고집찜 칼국수,강북구,한식,37.627399,127.040356,서울특별시 강북구 한천로109길 72(세종빌딩 2층 번동)
원할머니보쌈수유역점,강북구,한식,37.641118,127.025608,서울특별시 강북구 한천로 1054(수유동)
콩심 수유점,강북구,한식,37.64192,127.024487,서울특별시 강북구 한천로 1066(수유동)
군산해물탕,강북구,한식,37.638582,127.025154,서울특별시 강북구 한천로139길 41(수유동)
백년 설렁탕,강북구,한식,37.634538,127.024244,서울특별시 강북구 덕릉로 94(미아동 지상1층)
은호식당,영등포구,,37.519196,126.930543,서울특별시 영등포구 여의대방로65길 6(지하1층 102호 여의도동 센터빌딩)
여의도진진,영등포구,,37.529983,126.920829,서울특별시 영등포구 국회대로72길 11(여의도동프린스오피스텔 101102호)
영양센타 여의도점,영등포구,,37.520144,126.92881,서울특별시 영등포구 여의대방로65길 23(여의도동 코오롱프레스텔 101호 일부)
우들목여의도본점,영등포구,,37.520556,126.929483,서울특별시 영등포구 여의대방로67길 21(여의도동정곡빌딩 2층)
당산숯불구이,영등포구,,37.526538,126.893206,서울특별시 영등포구 선유동1로 50(1층 102-3호 당산동3가 더파크)
놀부부대찌개앤철판구이 영등포타임스퀘어점,영등포구,,37.517247,126.903716,서울특별시 영등포구 영중로 15(영등포동4가 경방타임스퀘어단지 지하1층 143호)
강경순계절맛집,영등포구,,37.531856,126.90314,서울특별시 영등포구 당산로 214(당산동5가당산삼성래미안상가1동210호)
값진식육,영등포구,,37.519035,126.889685,서울특별시 영등포구 선유로 58-4(1층 문래동3가)
(주)한일관 영등포타임스퀘어점,영등포구,,37.517247,126.903716,서울특별시 영등포구 영중로 15(영등포동4가구 441-10 414호)
장수촌,영등포구,,37.520626,126.903689,서울특별시 영등포구 영신로38길 24(1층 영등포동6가)
효소원 순두부와 청국장 그리고 전,서초구,,37.481034,126.999187,서울특별시 서초구 효령로34길 12(1층 방배동)
수라빔,서초구,,37.504216,127.003221,서울특별시 서초구 신반포로 176(1층중층 M8호 반포동 센트럴시티)
신안식당,금천구,한식,37.472101,126.893681,서울특별시 금천구 가산로3길 33(지상1층 독산동)
시골보쌈,금천구,한식,37.455074,126.897764,서울특별시 금천구 시흥대로63길 33(1층 104호 시흥동)
썬데이반점 W몰점,금천구,중국식,37.477334,126.88768,서울특별시 금천구 디지털로 188(지상9층 가산동 W몰)
서초원,서초구,,37.493672,127.012634,서울특별시 서초구 서초대로 283(서초동)
어반가든(URBANGARDEN),중구,경양식,37.567402,126.969111,서울특별시 중구 정동길 12-15(정동1층 2층)
구이마마,서초구,,37.475544,127.035653,서울특별시 서초구 강남대로25길 59(양재동1층)
왕왕샤브샤브,영등포구,중국식,37.529646,126.920381,서울특별시 영등포구 국회대로70길 15-1(2층 201호 여의도동 극동VIP빌딩)
사조참치(사당역점),서초구,일식,37.476711,126.983574,서울특별시 서초구 방배천로2길 12(지하1층 방배동)
향복,영등포구,,37.521108,126.929792,서울특별시 영등포구 국제금융로8길 11(대영빌딩 지하1층 B103-1호 여의도동)
해오름,영등포구,,37.501061,126.899542,서울특별시 영등포구 가마산로 366-1(대림동 1층)
국수명가,서초구,,37.485285,127.013897,서울특별시 서초구 효령로53길 14(서초동)
기와집순두부,서초구,,37.495836,127.013872,서울특별시 서초구 서초대로51길 21(서초동)
김영자 나주곰탕,서초구,,37.487675,127.031563,서울특별시 서초구 강남대로43길 12(1층 서초동)
남원골추어탕,서초구,,37.483917,127.038158,서울특별시 서초구 남부순환로356길 23(양재동1층)
내고향본가,서초구,,37.514578,127.016046,서울특별시 서초구 나루터로 56(잠원동2345)
곽만근갈비탕이야기 서초점,서초구,,37.484548,127.010854,서울특별시 서초구 반포대로 45(1층 서초동)
내고향사골순대국,서초구,,37.505384,127.007084,서울특별시 서초구 신반포로 194(1층 3호 반포동 서울고속버스터미날 하차장)
함흥식당,서초구,,37.475375,127.04487,서울특별시 서초구 마방로10길 54-2(양재동)
도봉산박대감,도봉구,식육취급,37.686468,127.04565,서울특별시 도봉구 도봉로 919(도봉동 지상1층일부 2층 3층전체)
가시섬초 해초사랑,금천구,한식,37.470356,126.896895,서울특별시 금천구 시흥대로123길 17(독산동지상2층 열린문화길 9)
미스터신냉면,도봉구,한식,37.657921,127.037595,서울특별시 도봉구 도봉로133길 40(103호 쌍문동)
유경참치,금천구,한식,37.477925,126.89017,서울특별시 금천구 디지털로12길 21-8(지상12층 가산동)
춘천옥,금천구,한식,37.477912,126.889695,서울특별시 금천구 디지털로12길 19(지상2층 가산동)
풍년갈비,금천구,한식,37.477447,126.89012,서울특별시 금천구 디지털로12길 33 가산동)
골목순대국,도봉구,한식,37.657811,127.037358,서울특별시 도봉구 도봉로133길 41(1층 쌍문동 대도빌딩)
오발탄,서초구,,37.493581,127.007184,서울특별시 서초구 반포대로 154(123층 서초동)
강공순할매집,영등포구,,37.522521,126.92459,서울특별시 영등포구 의사당대로 97(여의도동)
옛터,서초구,,37.491504,127.029376,서울특별시 서초구 효령로79길 21(서초동)
양평서울해장국큰아들집,서초구,,37.476453,127.043262,서울특별시 서초구 마방로6길 7-37(1층 양재동)
약초마을,서초구,,37.46679,127.042831,서울특별시 서초구 강남대로2길 3(양재동1층)
남가네설악추어탕,영등포구,,37.504503,126.921026,서울특별시 영등포구 가마산로 581(신길동)
우림정,영등포구,,37.525795,126.887967,서울특별시 영등포구 양산로 43(양평동3가우림이비지센터 B113호)
짬뽕의 신화,영등포구,,37.524588,126.893789,서울특별시 영등포구 양산로 97(당산동3가1층)
완산골,영등포구,,37.516845,126.905023,서울특별시 영등포구 영중로3길 12(영등포동4가 1층 일부)
여의도홍대포,영등포구,,37.520769,126.929141,서울특별시 영등포구 국제금융로8길 19(중앙빌딩 지하1층 117호 여의도동)
참배나무골오리집여의도점,영등포구,,37.526332,126.917725,서울특별시 영등포구 국회대로62길 25(교육시설재난공제회관 지하1층 여의도동)
황보추어탕,영등포구,,37.52154,126.899321,서울특별시 영등포구 영신로37길 16-1(정성빌딩 1층 당산동1가)
문성해물짬뽕,도봉구,중국식,37.644037,127.029944,서울특별시 도봉구 우이천로 294(A동 쌍문동)
삼화갈비,영등포구,,37.518446,126.904717,서울특별시 영등포구 영신로34길 42(영등포동4가1~2층)
삼풍숯불갈비,영등포구,,37.526293,126.89881,서울특별시 영등포구 국회대로38길 8(당산동3가지상1층)
사계정성,영등포구,,37.526424,126.917939,서울특별시 영등포구 의사당대로 26(더하우스소호 지하1층 103호 104호 여의도동)
삐순이기사식당,영등포구,,37.503609,126.901224,서울특별시 영등포구 가마산로 399(신길동 1층)
수원본갈비1993,서초구,,37.487191,127.007992,서울특별시 서초구 반포대로21길 36(서초동)
혜화면옥,도봉구,한식,37.65047,127.035368,서울특별시 도봉구 도봉로 503(1층 101102호 쌍문동)
한양칼국수,도봉구,한식,37.655634,127.036672,서울특별시 도봉구 도봉로129길 32(쌍문동 한양빌딩 지하1층)
큰맘할매순대국신도봉사거리점,도봉구,한식,37.67139,127.042975,서울특별시 도봉구 시루봉로 305(지상1층 도봉동)
큰맘 할매순대국,도봉구,한식,37.647536,127.033649,서울특별시 도봉구 도봉로 467(지상1층 쌍문동)
콩사랑두부,도봉구,한식,37.68783,127.042469,서울특별시 도봉구 도봉산4길 10(도봉동)
채랑,도봉구,한식,37.647446,127.033594,서울특별시 도봉구 도봉로 465(지하1층지상1층 쌍문동)
창원,도봉구,한식,37.683043,127.046658,서울특별시 도봉구 도봉로180길 6(지상1층 도봉동 태봉운동시설2동)
동해참치,금천구,일식,37.485266,126.877465,서울특별시 금천구 가마산로 96(대륭테크노타운8차 지상1층 103호 가산동)
장수옥설렁탕,도봉구,한식,37.676456,127.044259,서울특별시 도봉구 도봉로 805(도봉동)
원조삼계탕,도봉구,한식,37.652343,127.049691,서울특별시 도봉구 노해로67길 10(창동)
우거지품은순대국 도봉점,도봉구,한식,37.685968,127.043956,서울특별시 도봉구 도봉산3길 31(1층 도봉동)
오늘칼국수냉면,도봉구,한식,37.683576,127.045664,서울특별시 도봉구 도봉로 885-1(1층 도봉동)
오늘칼국수냉면,도봉구,한식,37.683621,127.043396,서울특별시 도봉구 도봉산3길 86(1층 도봉동)
수유리우동집쌍문점,도봉구,한식,37.657025,127.039329,서울특별시 도봉구 도봉로 581(1층 쌍문동)
삿뽀로 창동점 (주)엔타스,도봉구,한식,37.658924,127.041231,서울특별시 도봉구 도봉로 610(2층 창동)
봉평메밀막국수,도봉구,한식,37.688061,127.042081,서울특별시 도봉구 도봉산4길 15(1층 도봉동)
병천토종순대국,도봉구,한식,37.684534,127.043804,서울특별시 도봉구 도봉산3길 63(지상1층 도봉동)
남원추어탕,도봉구,한식,37.652343,127.049691,서울특별시 도봉구 노해로67길 10(1층 103호 창동 하나B/D)
나주곰탕,도봉구,한식,37.667441,127.044817,서울특별시 도봉구 도봉로150다길 28(1층 105호 방학동 방학지음재힐스)
경복궁창동점(주)엔타스,도봉구,한식,37.658924,127.041231,서울특별시 도봉구 도봉로 610(창동)
비봉,영등포구,,37.527091,126.916922,서울특별시 영등포구 국회대로62길 15(지하1층 1호 여의도동)
한옥집,영등포구,,37.525006,126.891249,서울특별시 영등포구 양산로 73(양평동3가지상1층)
한류관,영등포구,,37.528276,126.916441,서울특별시 영등포구 국회대로 750(여의도동)
대방골국회김밥,영등포구,,37.530961,126.92138,서울특별시 영등포구 국회대로 800(진미파라곤 지하1층 B112호 여의도동)
서초갈비,서초구,,37.481781,127.01296,서울특별시 서초구 반포대로 12(2층 서초동)
램하우스 서초법원점,서초구,,37.494175,127.012412,서울특별시 서초구 법원로2길 15(서초동56 202호)
할매복집,중랑구,,37.617716,127.079243,서울특별시 중랑구 공릉로 82(묵동)
홍보석,영등포구,중국식,37.521019,126.92399,서울특별시 영등포구 의사당대로 108(여의도동)
한촌설렁탕,중랑구,,37.589462,127.093439,서울특별시 중랑구 상봉로 39(A동 1층 면목동 엠에스빌딩)
호반닭갈비,중랑구,,37.60143,127.076352,서울특별시 중랑구 봉화산로 20(중화동)
한강오리쌈나루,중랑구,,37.604149,127.079546,서울특별시 중랑구 동일로140길 8(중화동)
풀잎보리밥쌈밥생고기,중랑구,,37.594621,127.076719,서울특별시 중랑구 중랑역로 5(중화동)
참이맛감자탕,중랑구,,37.596525,127.087556,서울특별시 중랑구 망우로 316(상봉동이지팰리스 107108호)
재우해양수산,중랑구,,37.598321,127.094951,서울특별시 중랑구 용마산로115길 98(망우동)
심가면옥,관악구,한식,37.470722,126.935835,서울특별시 관악구 신림로 121(2층 신림동)
통큰갈비(면목점),중랑구,,37.58881,127.088352,서울특별시 중랑구 겸재로 187(면목동)
옛터식당,중랑구,,37.592618,127.076382,서울특별시 중랑구 중랑천로10길 63-3(상봉동)
옛가칼국수,중랑구,,37.59214,127.075131,서울특별시 중랑구 중랑천로10길 39(상봉동)
